Appliances,Random Forest,Random Forest (error),Linear Regression,Linear Regression (error),Tree,Tree (error),kNN,kNN (error),lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,RH_out,Visibility,Tdewpoint,rv1,rv2,Press_mm_hg,Windspeed
50,52.2167,2.21667,90.5343,40.5343,55,5,50,0,0,19.8567,47.0633,19,45.03,20.1,45.2,19.1,45.23,18,52.79,4.2975,94.45,17.8567,43.1,18.7,50.42,17,46.93,4.8,91,40,3.4,22.7637,22.7637,742.3,5
60,52.1929,-7.80714,82.9134,22.9134,55,-5,50,-10,0,19.79,46.6567,19,44.9667,20.1,45.1633,19.1,45.09,17.9267,52.79,4.06333,94.1933,17.79,42.7667,18.6333,50.1567,17.0667,46.79,4.88333,91,38.1667,3.48333,20.5042,20.5042,742.383,5
50,47.7119,-2.2881,80.0327,30.0327,45,-5,58,8,0,19.79,46.3333,19,44.8267,20.1,45.09,19.1,44.9667,17.89,52.76,4.03,94.6667,17.79,42.43,18.6667,50.0267,17.0333,46.59,4.96667,91,36.3333,3.56667,40.5435,40.5435,742.467,5
30,32.8214,2.82143,80.0969,50.0969,35,5,122,92,0,19.79,46.0667,19,44.645,20.1,45.1633,19.0333,44.7667,17.89,52.0333,4.09,95,17.79,42.23,18.6,49.8267,17.0333,46.39,5.05,91,34.5,3.65,30.2467,30.2467,742.55,5
40,36.5714,-3.42857,77.4105,37.4105,45,5,122,82,0,19.76,45.8633,18.9633,44.56,20.0333,44.9633,19,44.6633,18,50.9,4.12333,95.3967,17.7,41.9667,18.6,49.6633,17,46.1633,5.13333,91,32.6667,3.73333,32.7362,32.7362,742.633,5
30,44.6429,14.6429,78.3168,48.3168,40,10,84,54,0,19.7,45.79,18.9633,44.4333,20,44.9,19.0667,44.59,18,50.4267,4.26333,95.7967,17.7,41.8267,18.6,49.59,17,46.03,5.21667,91,30.8333,3.81667,17.6599,17.6599,742.717,5
260,181.267,-78.7333,81.4324,-178.568,180,-80,84,-176,0,19.7,45.6633,18.89,44.29,20,44.9,19.1,44.6933,18,49.93,4.46333,96.26,17.7,41.6633,18.6,49.4667,17,45.8633,5.3,91,29,3.9,13.513,13.513,742.8,5
500,332.167,-167.833,78.0241,-421.976,475,-25,136,-364,0,19.7,45.59,18.89,44.23,19.89,44.9,19.1667,45.0267,18,49.6567,4.73,96.4667,17.7,41.59,18.5333,49.4,17,45.73,5.48333,90.1667,30.8333,3.95,49.6342,49.6342,742.883,5
450,321.731,-128.269,113.043,-336.957,475,25,124,-326,0,19.73,47.7933,18.9267,44.23,19.89,44.9,19.36,45.36,18,49.5,5.03,96.56,17.7,41.5,18.5,49.26,17,45.6633,5.66667,89.3333,32.6667,4,31.6747,31.6747,742.967,5
50,68.4175,18.4175,145.53,95.5302,50,0,98,48,10,19.79,48.7933,19,44.3633,19.89,44.8633,19.6933,45.56,18,49.56,5.15667,96.5,17.7,41.4,18.5,49.2,17,45.4633,5.85,88.5,34.5,4.05,10.6604,10.6604,743.05,5
60,164.131,104.131,111.458,51.4576,60,0,50,-10,0,19.89,47.94,19.0333,44.5667,19.9633,44.8633,20,45.1333,18.0333,49.6267,5.33333,96.56,17.7,41.3267,18.5,49.09,17.0333,45.29,6.03333,87.6667,36.3333,4.1,6.46862,6.46862,743.133,5
60,80.4,20.4,97.5408,37.5408,60,0,54,-6,0,19.89,47.16,19.0333,44.5667,19.9267,44.79,20.0667,44.86,18.1,49.5667,5.4,96.2933,17.7,41.26,18.5,49.09,17.0333,45.23,6.21667,86.8333,38.1667,4.15,23.9059,23.9059,743.217,5
50,61.3667,11.3667,93.8703,43.8703,50,0,52,2,0,19.89,46.7667,19.0333,44.5,20,44.79,20.1333,44.7,18.0333,49.3267,5.53,96.19,17.7,41.2,18.5,49,17.05,45.245,6.4,86,40,4.2,46.2037,46.2037,743.3,5
50,59.2762,9.27619,87.6179,37.6179,50,0,126,76,0,20,46.2967,19.1,44.5,20,44.79,20.2,44.6267,18.1,49.3267,5.79667,96.19,17.73,41.0267,18.5,48.9333,17.1,45.29,6.5,85.1667,38,4.16667,29.938,29.938,743.333,5.33333
50,96.9667,46.9667,81.6157,31.6157,50,0,154,104,0,20,45.9633,19.1,44.4667,19.9267,44.79,20.2,44.59,18.1,49.26,5.83333,95.0233,17.79,40.9,18.4267,48.59,17.1,45.23,6.6,84.3333,36,4.13333,48.8085,48.8085,743.367,5.66667
60,67.2,7.2,89.9668,29.9668,63.3333,3.33333,130,70,0,20,46.2233,19.1,44.4,19.945,44.79,20.1333,44.4633,18.1,49.1267,5.96667,94.5633,17.79,40.7,18.5,48.4633,17.1,45.2,6.7,83.5,34,4.1,36.5896,36.5896,743.4,6
60,61.4,1.4,90.192,30.192,60,0,46,-14,0,20,45.9633,19.1,44.29,19.89,44.76,20.1,44.1633,18.1,49.09,6.245,93.745,17.8567,40.6267,18.5,48.19,17.1,45.1267,6.8,82.6667,32,4.06667,17.8363,17.8363,743.433,6.33333
60,62,2,87.5802,27.5802,65,5,118,58,0,20,45.7233,19.15,44.245,19.89,44.7,20.1,44.03,18.1,49,6.43333,91.23,17.8233,40.4667,18.5,47.9667,17.1,45.2,6.9,81.8333,30,4.03333,21.5737,21.5737,743.467,6.66667
60,62,2,90.386,30.386,100,40,106,46,0,20,45.6633,19.2,44.2,19.9633,44.7,20.0333,43.9,18.1,48.9333,6.5,88.8967,17.89,40.3267,18.5667,47.8267,17.1,45.2,7,81,28,4,7.41058,7.41058,743.5,7
190,154.476,-35.5238,90.1689,-99.8311,182.5,-7.5,102,-88,0,20.0333,45.5,19.2,44.1267,19.9633,44.7,20.0333,43.6933,18.0667,49,6.59,85.4633,17.9175,40.24,18.5667,47.59,17.1,45.06,7.08333,80.6667,30,4.01667,0.653879,0.653879,743.5,7
220,235.346,15.3464,96.7078,-123.292,237.5,17.5,120,-100,0,20.1,45.6933,19.2,43.9,20,44.79,20,43.845,18,49.4,6.65667,84.3967,17.9267,40.03,18.55,47.545,17.1,45,7.16667,80.3333,32,4.03333,35.7783,35.7783,743.5,7
170,249.071,79.0714,96.8535,-73.1465,182.5,12.5,126,-44,0,20.1,45.4,19.2,43.9,20,44.79,20,43.8267,17.9633,49.89,6.93333,83.1,17.9725,39.875,18.6,47.3522,17.1,44.8633,7.25,80,34,4.05,5.15921,5.15921,743.5,7
390,262.438,-127.562,97.0244,-292.976,237.5,-152.5,184,-206,0,20.1,45.3267,19.2,43.856,19.9633,44.79,20,43.9667,17.89,50.2233,7.12667,82.8933,18,39.7,18.6,47.2,17.1,44.79,7.33333,79.6667,36,4.06667,22.3142,22.3142,743.5,7
90,162.012,72.0119,98.4864,8.48636,90,0,112,22,0,20.1,45.3267,19.2,43.7,19.89,44.79,19.89,44.09,17.89,50.398,7.43333,82.3333,18,39.6633,18.5,47.2,17.1,44.7,7.41667,79.3333,38,4.08333,32.0051,32.0051,743.5,7
60,120.845,60.8452,121.621,61.6211,56.6667,-3.33333,104,44,0,20.1667,46.9933,19.2,43.76,19.89,44.79,19.89,44.1633,17.89,50.56,7.5,81,18,39.59,18.5,47.1267,17.1667,44.6267,7.5,79,40,4.1,49.5919,49.5919,743.5,7
290,214.58,-75.4202,114.389,-175.611,270,-20,184,-106,0,20.1,46.43,19.1,43.8175,19.89,44.79,19.8567,44.16,17.8567,50.73,7.4,80.36,17.89,39.59,18.5,47.23,17.1667,44.56,7.41667,79.3333,40,4.06667,24.7797,24.7797,743.5,7.16667
130,161.463,31.4631,110.036,-19.964,270,140,184,54,0,20.1,46.03,19.1,43.8381,19.89,44.79,19.8567,44.0267,17.8567,50.8633,7.46667,80.36,17.89,39.59,18.5,47.29,17.1,44.5,7.33333,79.6667,40,4.03333,24.2175,24.2175,743.5,7.33333
140,157.35,17.35,103.907,-36.0932,100,-40,100,-40,0,20.0667,45.3633,19.1,43.745,19.89,44.8633,19.79,43.8633,17.79,50.9333,7.65667,78.79,17.89,39.59,18.5,47.33,17.1,44.4,7.25,80,40,4,8.67212,8.67212,743.5,7.5
240,195.075,-44.925,98.6146,-141.385,170,-70,82,-158,0,20,44.9633,19.1,43.5956,19.89,44.8267,19.73,43.53,17.79,51,7.53,78.19,17.89,39.59,18.5,47.2825,17.1,44.3267,7.16667,80.3333,40,3.96667,37.741,37.741,743.5,7.66667
50,84.7119,34.7119,100.35,50.3502,56.6667,6.66667,184,134,0,20,44.76,19.1,43.4889,19.89,44.9,19.7,43.5,17.79,51,7.62333,78.73,17.945,39.565,18.5,47.1371,17.1,44.29,7.08333,80.6667,40,3.93333,22.6948,22.6948,743.5,7.83333
60,83.4619,23.4619,100.256,40.2558,56.6667,-3.33333,112,52,0,20,44.595,19.1,43.425,19.89,44.9,19.7,43.5,17.79,51,7.69,77.1967,18.0778,39.4767,18.5,47.0113,17.1,44.23,7,81,40,3.9,25.5585,25.5585,743.5,8
60,85.1952,25.1952,98.8333,38.8333,60,0,70,10,0,20,44.4333,19.1,43.334,19.89,44.9,19.7,43.4667,17.79,51,7.56,76.3233,18.1833,39.275,18.5,46.9167,17.1,44.2,6.98333,80.1667,40,3.73333,10.3773,10.3773,743.55,7.5
60,102.062,42.0619,95.8119,35.8119,60,0,70,10,0,20,44.26,19.1,43.29,19.89,44.9,19.7,43.4,17.79,51,7.43333,76.4633,18.1833,39.09,18.5,46.8633,17.1,44.2,6.96667,79.3333,40,3.56667,11.4329,11.4329,743.6,7
370,141.417,-228.583,93.4376,-276.562,350,-20,134,-236,0,20,44.2,19.1,43.29,19.89,44.9,19.6,43.2,17.73,51,7.295,77.4,18.1,39.09,18.5,46.79,17.1,44.1267,6.95,78.5,40,3.4,29.7856,29.7856,743.65,6.5
200,136.617,-63.3825,90.5006,-109.499,350,150,134,-66,0,20,44.06,19.0333,43.23,19.945,44.9,19.6,43.1267,17.79,51,6.9,77.6333,18.0667,39.06,18.5,47,17.1,44,6.93333,77.6667,40,3.23333,28.7436,28.7436,743.7,6
70,71.0417,1.04167,91.1987,21.1987,60,-10,92,22,0,20,44.06,19,43.2,19.89,44.9,19.5667,43.06,17.7,51,6.96667,78.8267,18,39,18.4267,46.9333,17.1,43.9333,6.91667,76.8333,40,3.06667,3.85322,3.85322,743.75,5.5
50,48.925,-1.075,92.2376,42.2376,60,10,84,34,0,20,44.09,19,43.1267,19.89,44.8267,19.5,43,17.7,51,6.96667,79.49,17.9725,39,18.4633,47,17.1,43.79,6.9,76,40,2.9,1.77703,1.77703,743.8,5
40,49.1472,9.14722,89.314,49.314,43.3333,3.33333,146,106,0,20,44.03,19,43.09,19.89,44.9,19.4633,43.06,17.7,51,6.83333,78.7567,17.89,39,18.39,47,17.1,43.79,6.8,77,40,3,32.1398,32.1398,743.817,4.83333
40,49.8913,9.89127,85.9456,45.9456,43.3333,3.33333,112,72,0,19.9633,43.9,18.9267,43.09,19.89,44.9,19.39,43,17.7,51,6.36667,79.06,18.0333,39.09,18.39,46.9,17.1,43.7,6.7,78,40,3.1,46.4308,46.4308,743.833,4.66667
30,31.1429,1.14286,88.2637,58.2637,30,0,78,48,0,19.9633,43.9,19.0333,43.06,19.89,44.79,19.445,43.145,17.7,51,6.43333,82.5333,18.1667,39.03,18.4975,46.6725,17.1,43.76,6.6,79,40,3.2,29.9046,29.9046,743.85,4.5
30,31.75,1.75,91.9382,61.9382,30,0,132,102,0,20,43.8633,19.1,43,19.89,44.79,19.5333,43.1633,17.7,51,6.93333,81.0267,18.3233,38.8333,18.6667,46.53,17.1667,43.79,6.5,80,40,3.3,28.045,28.045,743.867,4.33333
30,42.4167,12.4167,95.2646,65.2646,30,0,72,42,0,20.0667,43.8633,19.1333,42.8633,19.89,44.76,19.6,43.03,17.7,51,7,76.8333,18.445,38.645,18.79,46.2233,17.1667,43.79,6.4,81,40,3.4,26.3014,26.3014,743.883,4.16667
30,42.8667,12.8667,94.3106,64.3106,30,0,42,12,0,20.1,43.79,19.2,42.715,19.89,44.7,19.6,42.8633,17.7,51,6.93333,75.1333,18.5286,38.2536,18.79,45.9808,17.2,43.79,6.3,82,40,3.5,49.2548,49.2548,743.9,4
40,35.8444,-4.15556,96.1371,56.1371,45,5,76,36,0,20.1,43.73,19.1364,42.65,19.89,44.7,19.5333,42.79,17.7,51.06,6.72667,75.3333,18.4878,38.1878,18.78,45.8878,17.2,43.73,6.33333,80.8333,38.1667,3.3,25.3821,25.3821,743.95,4.5
50,44.3929,-5.60714,93.5067,43.5067,45,-5,148,98,0,20.1,43.56,19.13,42.59,19.89,44.76,19.39,42.59,17.6667,51,6.52667,73.76,18.39,38.027,18.7164,45.81,17.2,43.6633,6.36667,79.6667,36.3333,3.1,34.1394,34.1394,744,5
40,40.6429,0.642857,91.548,51.548,40,0,140,100,0,20.1,43.4333,19.1,42.59,19.89,44.79,19.39,42.59,17.6,51,6.33333,73.5,18.3757,38,18.7,45.79,17.2,43.53,6.4,78.5,34.5,2.9,30.0771,30.0771,744.05,5.5
40,40.6,0.6,89.8846,49.8846,40,0,50,10,0,20.1,43.1633,19.0375,42.5337,19.8233,44.73,19.29,42.59,17.6,50.9667,6.12333,75.7,18.242,37.9467,18.7,45.7245,17.1,43.4,6.43333,77.3333,32.6667,2.7,11.9434,11.9434,744.1,6
40,44.375,4.375,89.443,49.443,40,0,46,6,0,20.1,43.03,19.0077,42.43,19.79,44.7,19.29,42.59,17.6,50.9,6.19,76.3667,18.2,37.9,18.6313,45.7119,17.1,43.3267,6.46667,76.1667,30.8333,2.5,12.9083,12.9083,744.15,6.5
60,83.0972,23.0972,85.6128,25.6128,60,0,84,24,0,20.0667,42.8333,19,42.4182,19.79,44.7,19.26,42.56,17.6,50.9,6.15667,76.8933,18.1389,37.9056,18.6,45.79,17.1,43.26,6.5,75,29,2.3,36.4655,36.4655,744.2,7
60,181.551,121.551,104.134,44.1335,57.5,-2.5,302,242,10,20,42.6725,19,42.4333,19.79,44.6633,19.2,42.56,17.6,50.9,6.09,77.56,18.1,37.9455,18.6,45.8083,17.1,43.2,6.31667,76.6667,30.8333,2.43333,22.6285,22.6285,744.283,7
210,195.3,-14.7,122.379,-87.6213,222.5,12.5,218,8,20,20,42.53,18.99,42.4718,19.79,44.59,19.2,42.6267,17.6,50.79,6.09,77.995,18.1,38.045,18.6,45.9,17.1,43.145,6.13333,78.3333,32.6667,2.56667,8.75634,8.75634,744.367,7
380,238.617,-141.383,136.767,-243.233,376.667,-3.33333,204,-176,20,20.0333,43.4967,18.9022,42.58,19.8233,44.59,19.2,42.76,17.6,50.73,6.06,78.7,18.0182,38.0573,18.5364,46,17.1,43,5.95,80,34.5,2.7,37.3349,37.3349,744.45,7
370,197.833,-172.167,171.369,-198.631,376.667,6.66667,224,-146,40,20.0333,42.9633,18.89,42.56,19.89,44.59,19.36,43.5667,17.5333,50.79,5.93333,81.0333,18,38.3442,18.5,46,17.1,43,5.76667,81.6667,36.3333,2.83333,5.24938,5.24938,744.533,7
230,186.233,-43.7667,146.452,-83.5476,222.5,-7.5,242,12,30,20,43.16,18.89,42.7967,19.89,44.59,19.6933,43.9,17.6,50.79,5.52667,82.8933,18.0667,38.9,18.5,46.1267,17.0667,42.93,5.58333,83.3333,38.1667,2.96667,43.2272,43.2272,744.617,7
80,153.45,73.45,164.704,84.7038,86.6667,6.66667,92,12,40,20,43.9,18.8567,43.4,19.79,44.4667,20.1633,43.8333,17.6,50.745,5.26,83.4333,18.1333,39.3267,18.5,46.3333,17,42.8633,5.4,85,40,3.1,30.7322,30.7322,744.7,7
90,101.129,11.1286,138.424,48.4239,86.6667,-3.33333,206,116,30,20,43.7,18.8567,43.4667,19.79,44.4667,20.29,43.6267,17.5,50.8267,5.06,84.2567,18.2,39.3267,18.6,46.6267,17.0333,42.8267,5.3,86,40,3.15,27.858,27.858,744.75,6.83333
70,72.3786,2.37857,118.814,48.8143,67.5,-2.5,118,48,20,20,43.76,18.9267,43.3633,19.79,44.4,20.2,43.49,17.5,50.9,4.93333,85.0633,18.245,39.45,18.6667,46.8333,17.0333,42.8267,5.2,87,40,3.2,16.4389,16.4389,744.8,6.66667
40,70.4833,30.4833,102.612,62.6116,35,-5,58,18,10,20.0333,44,19,43.29,19.79,44.4,20.2,43.0967,17.5,51,4.93333,86.4567,18.2,39.26,18.7,47.0267,17,42.7,5.1,88,40,3.25,22.6566,22.6566,744.85,6.5
40,41.1667,1.16667,87.8969,47.8969,40,0,48,8,0,20.1,44.26,19.2,43.29,19.89,44.4,20.1,42.845,17.5,51,5,87.6633,18.2,39.1267,18.76,46.9,17,42.76,5,89,40,3.3,25.022,25.022,744.9,6.33333
30,37.1206,7.12063,87.1138,57.1138,30,0,50,20,0,20.1,44.2,19.245,43.245,19.89,44.3267,19.9633,42.59,17.5,51.09,4.9,88.6333,18.1,39.09,18.7,46.7675,17,42.79,4.9,90,40,3.35,9.04332,9.04332,744.95,6.16667
50,49.6667,-0.333333,83.7863,33.7863,50,0,48,-2,0,20.1,44.1267,19.29,43.095,19.79,44.09,19.89,42.59,17.5,51.09,4.9,89.4267,18.1,39.09,18.7,46.645,17,42.79,4.8,91,40,3.4,26.4815,26.4815,745,6
50,49.5,-0.5,85.0582,35.0582,45,-5,56,6,0,20.1,44.06,19.37,42.92,19.79,44.09,19.8567,42.56,17.5,51,4.86667,90.2267,18.0667,39.06,18.6,46.5,17,42.79,4.75,91.3333,40,3.4,3.76379,3.76379,745.033,6.16667
60,56.5,-3.5,85.0175,25.0175,62.5,2.5,56,-4,0,20.1,44,19.39,42.9,19.79,44.1267,19.79,42.5,17.5,51,4.86667,90.8933,18,39,18.5333,46.56,16.9267,42.79,4.7,91.6667,40,3.4,13.8878,13.8878,745.067,6.33333
50,54.5,4.5,85.7077,35.7077,45,-5,56,6,0,20.1,43.9,19.39,42.76,19.79,44.2,19.76,42.53,17.5,51,4.93333,91.4,17.9633,39,18.5,46.9,16.89,42.79,4.65,92,40,3.4,10.635,10.635,745.1,6.5
60,58.5,-1.5,83.4484,23.4484,62.5,2.5,56,-4,0,20.1,43.8267,19.39,42.7,19.79,44.2,19.7,42.53,17.5,51,4.93333,91.26,17.89,39,18.5,47.1267,16.9633,42.8633,4.6,92.3333,40,3.4,14.2395,14.2395,745.133,6.66667
60,59.5,-0.5,80.0385,20.0385,55,-5,120,60,0,20.0333,43.73,19.39,42.6633,19.79,44.2,19.6667,42.56,17.5,50.9667,4.62667,90.9633,17.89,39,18.5,47.26,16.89,42.9,4.55,92.6667,40,3.4,44.7547,44.7547,745.167,6.83333
60,59.5,-0.5,82.0117,22.0117,62.5,2.5,56,-4,0,20.1,43.73,19.39,42.53,19.79,44.29,19.6,42.5,17.5,50.9,4.4,91.2725,17.89,39,18.5,47.3267,16.89,42.9,4.5,93,40,3.4,22.3118,22.3118,745.2,7
50,50.9833,0.983333,78.1744,28.1744,55,5,50,0,0,20.0667,43.49,19.3567,42.5,19.79,44.29,19.6,42.5,17.5,50.8633,4.36667,92.46,17.79,38.9,18.5,47.4,16.89,42.9,4.53333,92.6667,40,3.4,38.9992,38.9992,745.317,6.83333
50,50.9833,0.983333,77.4987,27.4987,50,0,120,70,0,20,43.29,19.29,42.4333,19.79,44.29,19.5333,42.5,17.5,50.79,4.53,93.19,17.79,38.9,18.39,47.4,16.89,42.9,4.56667,92.3333,40,3.4,44.031,44.031,745.433,6.66667
50,50.7333,0.733333,76.3867,26.3867,50,0,60,10,0,20,43.145,19.29,42.45,19.79,44.29,19.5,42.5,17.5,50.79,4.59,93.19,17.79,38.9,18.39,47.4,16.89,42.845,4.6,92,40,3.4,20.6562,20.6562,745.55,6.5
50,50.3333,0.333333,75.5305,25.5305,50,0,68,18,0,20,43.06,19.26,42.4667,19.79,44.29,19.5,42.5,17.5,50.73,4.56,93.06,17.79,38.9667,18.39,47.4,16.89,42.8267,4.63333,91.6667,40,3.4,3.19042,3.19042,745.667,6.33333
50,51.2333,1.23333,74.3926,24.3926,50,0,56,6,0,19.9267,43,19.2,42.4,19.79,44.29,19.4633,42.4667,17.39,50.59,4.36667,92.9333,17.79,39,18.39,47.4,16.89,42.9,4.66667,91.3333,40,3.4,16.7744,16.7744,745.783,6.16667
60,50.3762,-9.62381,71.81,11.81,57.5,-2.5,92,32,0,19.89,42.8633,19.2,42.3267,19.79,44.29,19.39,42.4,17.39,50.53,4.26333,93.3667,17.73,39,18.39,47.4,16.89,42.9,4.7,91,40,3.4,36.1863,36.1863,745.9,6
60,54.1429,-5.85714,71.3857,11.3857,57.5,-2.5,56,-4,0,19.89,42.79,19.2,42.3267,19.79,44.26,19.39,42.4333,17.39,50.5,4.26333,93.8933,17.7,39,18.39,47.3267,16.89,42.9,4.8,90.5,38.1667,3.41667,16.8808,16.8808,745.95,6.16667
40,39.0238,-0.97619,70.6481,30.6481,47.5,7.5,44,4,0,19.89,42.7,19.1,42.3633,19.79,44.2,19.3233,42.5,17.39,50.4667,4.4,94.2633,17.7,39,18.29,47.29,16.89,42.9,4.9,90,36.3333,3.43333,31.5207,31.5207,746,6.33333
30,31.8571,1.85714,70.2364,40.2364,25,-5,48,18,0,19.8233,42.6267,19.1,42.29,19.79,44.1633,19.29,42.5,17.39,50.4,4.46667,94.3967,17.7,39,18.29,47.29,16.89,42.8267,5,89.5,34.5,3.45,42.0307,42.0307,746.05,6.5
30,100.737,70.7369,111.557,81.5567,35,5,96,66,20,19.79,42.59,19.0444,42.24,19.73,44.09,19.29,42.5,17.39,50.4,4.62333,94.4,17.625,38.925,18.29,47.29,16.79,42.79,5.1,89,32.6667,3.46667,42.8066,42.8066,746.1,6.66667
30,39.9583,9.95833,95.3559,65.3559,30,0,42,12,10,19.79,42.7233,19,42.0564,19.7,44,19.29,42.69,17.39,50.3267,4.69,94.26,17.7245,39.3273,18.29,47.4817,16.79,42.79,5.2,88.5,30.8333,3.48333,19.568,19.568,746.15,6.83333
40,41.7143,1.71429,76.4211,36.4211,47.5,7.5,50,10,0,19.76,42.76,19,41.8867,19.7,44.06,19.29,42.73,17.39,50.29,4.83333,94.3967,17.78,39.6894,18.3627,47.7055,16.89,43.1967,5.3,88,29,3.5,19.0247,19.0247,746.2,7
50,42.2833,-7.71667,91.1041,41.1041,47.5,-2.5,48,-2,10,19.7,42.7,19,41.9883,19.7,44.1267,19.23,42.79,17.39,50.29,4.96667,94.59,17.8067,40.1961,18.4794,48.3425,16.89,43.7967,5.33333,87.3333,30.8333,3.4,44.7723,44.7723,746.267,6.83333
50,51,1,69.1769,19.1769,53.3333,3.33333,44,-6,0,19.7,42.7,19,42.0643,19.7,44.2,19.2,43,17.39,50.3267,5.09,94.6267,17.8567,40.6922,18.5588,48.8418,16.89,44.1933,5.36667,86.6667,32.6667,3.3,32.2158,32.2158,746.333,6.66667
50,49.2857,-0.714286,65.2741,15.2741,47.5,-2.5,50,0,0,19.6333,42.6267,18.9106,42.2525,19.73,44.29,19.2,43.1333,17.39,50.4667,5.09,94.2933,17.89,40.9378,18.6,49.3227,16.89,44.66,5.4,86,34.5,3.2,37.0539,37.0539,746.4,6.5
40,41.2857,1.28571,68.4474,28.4474,40,0,42,2,0,19.6667,43,18.89,42.4106,19.79,44.29,19.2,43.23,17.39,50.53,5.19,93.6333,17.84,41.085,18.6,49.6644,16.9267,45.0967,5.43333,85.3333,36.3333,3.1,30.2652,30.2652,746.467,6.33333
50,46.5357,-3.46429,65.0606,15.0606,50,0,44,-6,0,19.6,43,18.89,42.5,19.79,44.4333,19.2,43.3633,17.39,50.6633,5.2725,92.47,17.8445,41.2736,18.6,50.0591,16.9267,45.43,5.46667,84.6667,38.1667,3,45.1541,45.1541,746.533,6.16667
40,41.5357,1.53571,62.0665,22.0665,40,0,50,10,0,19.6,43,18.89,42.645,19.79,44.5,19.1333,43.4,17.3567,50.79,5.36667,90.8,17.8463,41.4412,18.6333,50.39,17,45.7,5.5,84,40,2.9,14.6865,14.6865,746.6,6
40,40.5357,0.535714,62.6542,22.6542,40,0,42,2,0,19.5333,43,18.8082,42.7,19.79,44.53,19.1333,43.4667,17.3567,50.8633,5.5,89.1,17.89,41.59,18.6143,50.5671,17,45.8333,5.58333,83.3333,40,2.86667,9.56301,9.56301,746.733,6.33333
40,43.0278,3.02778,60.6505,20.6505,40,0,42,2,0,19.5,43.09,18.79,42.7563,19.79,44.59,19.1,43.5,17.29,51.03,5.56,87.3667,17.8011,41.7278,18.6,50.8829,17,46.03,5.66667,82.6667,40,2.83333,44.3225,44.3225,746.867,6.66667
40,40.0278,0.0277778,58.6996,18.6996,40,0,176,136,0,19.5,43.09,18.79,42.8617,19.79,44.59,19.1,43.5,17.29,51.09,5.69,85.43,17.79,41.9389,18.625,51.25,17,46.1633,5.75,82,40,2.8,25.167,25.167,747,7
50,47.8278,-2.17222,56.1508,6.15078,50,0,42,-8,0,19.5,43.145,18.79,43,19.79,44.59,19.1,43.53,17.29,51.23,5.69,84.6233,17.79,42.1267,18.7,51.465,17,46.29,5.83333,81.3333,40,2.76667,43.8529,43.8529,747.133,7.33333
50,46,-4,61.7882,11.7882,50,0,66,16,0,19.5,43.2,18.775,43.045,19.89,44.8267,19.0333,43.53,17.29,51.29,5.8,83.8267,17.79,42.294,18.7,51.59,17,46.53,5.91667,80.6667,40,2.73333,9.45968,9.45968,747.267,7.66667
50,49.55,-0.45,61.7041,11.7041,50,0,82,32,0,19.4267,43.2,18.7,43.09,19.89,44.9,19,43.59,17.29,51.4,5.86667,82.56,17.84,42.495,18.7,51.6313,17,46.6633,6,80,40,2.7,37.9052,37.9052,747.4,8
30,41.6,11.6,59.7598,29.7598,26.6667,-3.33333,86,56,0,19.39,43.2,18.7,43.2,19.89,44.845,19,43.59,17.29,51.4,6,80.9567,17.8043,42.5864,18.7257,51.7943,17,46.8267,5.88333,81.3333,37.8333,2.83333,36.2249,36.2249,747.533,8
20,32.7333,12.7333,59.0071,39.0071,20,0,42,22,0,19.39,43.26,18.7,43.26,19.89,44.8633,18.9633,43.6267,17.29,51.5,6,80.69,17.815,42.9,18.79,51.925,17,46.9667,5.76667,82.6667,35.6667,2.96667,47.1862,47.1862,747.667,8
30,32.4333,2.43333,56.8877,26.8877,27.5,-2.5,30,0,0,19.39,43.29,18.6909,43.31,19.89,44.79,18.89,43.7,17.29,51.59,5.73,84.0333,17.89,43.156,18.75,52.1856,17,47.1267,5.65,84,33.5,3.1,27.3823,27.3823,747.8,8
20,34.3262,14.3262,56.1836,36.1836,20,0,74,54,0,19.39,43.3633,18.6778,43.3978,19.89,44.79,18.89,43.7,17.29,51.59,5.53,86.56,17.89,43.2,18.815,52.25,17,47.26,5.53333,85.3333,31.3333,3.23333,35.5872,35.5872,747.933,8
40,38.8333,-1.16667,55.4598,15.4598,40,0,46,6,0,19.39,43.4,18.6429,43.4286,19.8233,44.73,18.89,43.76,17.29,51.7,5.5,87.4567,17.89,43.4271,18.8757,52.3214,17,47.4333,5.41667,86.6667,29.1667,3.36667,19.4453,19.4453,748.067,8
50,49.5,-0.5,55.4486,5.44859,50,0,36,-14,0,19.3233,43.4667,18.6,43.46,19.79,44.7,18.89,43.79,17.29,51.7,5.56,86.33,17.89,43.59,18.7514,52.29,17,47.56,5.3,88,27,3.5,5.04366,5.04366,748.2,8
60,49.6667,-10.3333,51.446,-8.55403,60,0,52,-8,0,19.29,43.5,18.6,43.5,19.79,44.76,18.89,43.8267,17.29,51.73,5.5,86.3267,17.89,43.59,18.7,52.4333,17.0333,47.7667,5.3,88.5,26,3.56667,46.3651,46.3651,748.317,8
50,45,-5,51.3203,1.32032,50,0,46,-4,0,19.29,43.56,18.6,43.56,19.79,44.79,18.89,43.9,17.29,51.79,5.43333,87.4667,17.89,43.6633,18.7,52.6333,17.0333,47.9667,5.3,89,25,3.63333,14.1616,14.1616,748.433,8
